n_pkt,dropped
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.00
10,0.00
10,0.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.00
10,0.00
10,0.00
10,0.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.00
10,0.00
10,0.00
10,0.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
