n_pkt,dropped
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.30
10,0.50
10,0.60
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.80
10,0.90
10,1.00
10,1.00
10,0.60
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.60
10,1.00
10,1.00
10,1.00
10,0.70
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.50
10,1.00
10,0.80
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,1.00
10,0.30
10,0.60
10,0.70
